Location,Building Type,Max Price Per Room,SDA Design Category,Vacancy,Has Fire Sprinklers,Has Breakout Room,Onsite Overnight Assistance
Kawana QLD 4701,"Legacy Stock, 6+ residents",4264.62,Improved Liveability,1,1,0,1
Southport QLD 4215,"Legacy Stock, 6+ residents",2941.24,Improved Liveability,1,1,0,1
Corinda QLD 4075,"Legacy Stock, 6+ residents",4139.19,Improved Liveability,1,1,0,1
Wilsonton Heights QLD 4350,"House, 3 residents",5670.88,Basic,1,1,0,0
Wilsonton Heights QLD 4350,"Group home, 4 residents",6919.64,Basic,1,1,0,0
Norville QLD 4670,"House, 3 residents",11594.92,Fully Accessible,1,1,0,0
Stanthorpe QLD 4380,"Group home, 4 residents",6615.48,Basic,2,1,0,0
Burleigh Heads QLD 4220,"House, 3 residents",5794.16,Basic,1,1,0,0
East Mackay QLD 4740,"Group home, 5 residents",7087.43,Improved Liveability,1,1,0,1
Norman Gardens QLD 4701,"Group home, 4 residents",8833.28,Improved Liveability,1,1,0,1
Maryborough QLD 4650,"House, 3 residents",45516.24,Improved Liveability,3,1,0,1
Norman Gardens QLD 4701,"Group home, 4 residents",14276.83,Fully Accessible,1,1,0,1
Kawana QLD 4701,"Legacy Stock, 6+ residents",5493.72,Improved Liveability,1,1,0,1
Bentley Park QLD 4869,"House, 3 residents",14456.05,Fully Accessible,1,1,0,1
Tinana QLD 4650,"House, 3 residents",12491.15,Fully Accessible,1,1,0,1
Kawana QLD 4701,"Group home, 5 residents",40678.05,Fully Accessible,1,1,0,1
Lawnton QLD 4501,"Group home, 5 residents",10509.12,Fully Accessible,1,1,0,1
Yamanto QLD 4305,"Group home, 4 residents",37740.1,Fully Accessible,1,1,0,1
Tewantin QLD 4565,"House, 3 residents",47680.98,Fully Accessible,1,1,0,1
Middle Ridge QLD 4350,"Group home, 4 residents",37740.1,Fully Accessible,1,1,0,1
Yamanto QLD 4305,"Group home, 4 residents",37740.1,Fully Accessible,1,1,0,1
Centenary Heights QLD 4350,"Group home, 4 residents",37740.1,Fully Accessible,1,1,0,1
Svensson Heights QLD 4670,"House, 3 residents",46572.12,Fully Accessible,2,1,0,1
Manoora QLD 4870,"House, 3 residents",53779.71,Fully Accessible,1,1,0,1
Petrie QLD 4502,"Group home, 4 residents",40013.6,Fully Accessible,2,1,0,1
Norman Gardens QLD 4701,"Group home, 4 residents",46834.1,Fully Accessible,1,1,0,1
Mayfield NSW 2304,"Villa / Duplex / Townhouse, 2 residents",38278,Fully Accessible,2,0,0,0
Huntley NSW 2530,"House, 3 residents",68389.36,High Physical Support,3,0,0,1
Huntley NSW 2530,"House, 3 residents",68389.36,High Physical Support,1,0,0,1
Officer VIC 3809,"House, 3 residents",51007.56,Fully Accessible,3,1,0,1
Lara VIC 3212,"House, 3 residents",59439.36,High Physical Support,2,1,0,1
Mambourin VIC 3024,"House, 2 residents",81081.33,Robust,2,0,0,1
Wyndham Vale VIC 3024,"House, 2 residents",81081.33,Robust,2,0,0,1
Gosnells WA 6110,"House, 2 residents",105130.8,High Physical Support,1,1,0,1
Cranbourne East VIC 3977,"House, 2 residents",76901.88,Robust,2,0,0,1
Point Cook VIC 3030,"House, 2 residents",81081.33,Robust,1,0,0,1
Truganina VIC 3029,"House, 3 residents",66943.58,High Physical Support,2,1,0,1
Mambourin VIC 3024,"House, 2 residents",92121.87,Robust,1,0,1,1
Ashwood VIC 3147,"Villa / Duplex / Townhouse, 2 residents",44015.5,High Physical Support,1,1,0,1
Mambourin VIC 3024,"House, 2 residents",96204.6,High Physical Support,3,1,0,1
Wyndham Vale VIC 3024,"House, 2 residents",86340.67,Robust,2,0,0,1
Cranbourne East VIC 3977,"House, 2 residents",85622.56,High Physical Support,1,1,0,1
Cranbourne East VIC 3977,"House, 2 residents",81890.12,Robust,2,0,0,1
Rasmussen QLD 4815,"Villa / Duplex / Townhouse, 1 residents",70420.48,Robust,1,0,0,1
Darley VIC 3340,"House, 2 residents",86340.67,Robust,2,0,0,1
Truganina VIC 3029,"House, 2 residents",96204.6,High Physical Support,2,1,0,1
Glenella QLD 4740,"House, 2 residents",93998.68,High Physical Support,2,1,0,1
Manor Lakes VIC 3024,"House, 2 residents",90275.96,High Physical Support,1,1,0,1
Seymour VIC 3660,"House, 3 residents",54270.72,High Physical Support,3,1,0,1
Clyde North VIC 3978,"House, 2 residents",72478.52,Improved Liveability,2,0,0,1
Truganina VIC 3029,"House, 2 residents",76417.57,Improved Liveability,2,0,0,1
Weir Views VIC 3338,"House, 3 residents",59652.09,Robust,2,0,0,1
New Norfolk TAS 7140,"House, 2 residents",89262,High Physical Support,2,1,0,1
Mambourin VIC 3024,"House, 3 residents",52802.92,Improved Liveability,3,0,0,1
Clyde VIC 3978,"House, 2 residents",72478.52,Improved Liveability,2,0,0,1
Tarneit VIC 3029,"House, 2 residents",90275.96,High Physical Support,2,1,0,1
Midway Point TAS 7171,"House, 2 residents",89262,High Physical Support,2,1,0,1
Tarneit VIC 3029,"House, 3 residents",66943.58,High Physical Support,2,1,0,1
Clyde North VIC 3978,"House, 2 residents",91245.6,High Physical Support,2,1,0,1
Clyde VIC 3978,"House, 2 residents",85622.56,High Physical Support,2,1,0,1
Woodgate QLD 4660,"House, 2 residents",60243.96,Improved Liveability,2,0,0,0
Tarneit VIC 3029,"House, 2 residents",96204.6,High Physical Support,2,1,0,1
Drouin VIC 3818,"House, 2 residents",82319.4,High Physical Support,2,1,0,1
Wollert VIC 3750,"House, 2 residents",89262,High Physical Support,2,1,0,1
Tarneit VIC 3029,"House, 2 residents",96204.6,High Physical Support,2,1,0,1
Tarneit VIC 3029,"House, 3 residents",66943.58,High Physical Support,2,1,0,1
Officer VIC 3809,"House, 3 residents",63492.88,High Physical Support,1,1,0,1
Thrumster NSW 2444,"House, 2 residents",89262,High Physical Support,1,1,0,1
Inverloch VIC 3996,"House, 2 residents",59526.77,Improved Liveability,2,0,0,0
Baldivis WA 6171,"Villa / Duplex / Townhouse, 1 residents",74142.49,Robust,1,0,0,1
Altona Meadows VIC 3028,"House, 2 residents",96204.6,High Physical Support,1,1,0,1
Beaconsfield VIC 3807,"House, 2 residents",91245.6,High Physical Support,1,1,0,1
Stawell VIC 3380,"House, 2 residents",74819.64,Robust,2,0,1,1
Seaford VIC 3198,"House, 2 residents",89262,High Physical Support,2,1,0,1
Armstrong Creek VIC 3217,"House, 2 residents",73266.33,Improved Liveability,2,0,0,1
Whyalla Norrie SA 5608,"House, 2 residents",112073.4,High Physical Support,2,1,0,1
Narellan NSW 2567,"Group home, 4 residents",47044.05,High Physical Support,2,0,0,1
Meadow Springs WA 6210,"House, 2 residents",72361.8,Fully Accessible,1,0,0,1
Deanside VIC 3336,"House, 2 residents",90275.96,High Physical Support,3,1,0,1
O'sullivan Beach SA 5166,"Group home, 5 residents",45286,High Physical Support,4,0,0,1
Elizabeth North SA 5113,"House, 3 residents",50692.95,Improved Liveability,3,0,0,1
Elizabeth Downs SA 5113,"House, 2 residents",87230.78,Robust,2,0,0,1
Elizabeth North SA 5113,"House, 2 residents",92790.32,High Physical Support,3,0,0,1
Smithfield Plains SA 5114,"House, 2 residents",87230.78,Robust,2,0,0,1
Ingle Farm SA 5098,"House, 3 residents",60923.61,High Physical Support,2,0,0,1
Hope Valley SA 5090,"Villa / Duplex / Townhouse, 2 residents",47079.13,High Physical Support,1,0,0,1
Ingle Farm SA 5098,"House, 3 residents",60923.61,High Physical Support,3,0,0,1
Elizabeth East SA 5112,"House, 3 residents",65101.41,High Physical Support,3,0,0,1
Smithfield Plains SA 5114,"House, 3 residents",65101.41,High Physical Support,2,0,0,1
Smithfield Plains SA 5114,"House, 3 residents",60923.61,High Physical Support,2,0,0,1
Salisbury Park SA 5109,"House, 2 residents",87044.58,High Physical Support,2,0,0,1
Morphett Vale SA 5162,"House, 3 residents",65101.41,High Physical Support,1,0,0,1
Hope Valley SA 5090,"Villa / Duplex / Townhouse, 2 residents",47079.13,High Physical Support,3,0,0,1
Hackham West SA 5163,"House, 3 residents",65101.41,High Physical Support,3,0,0,1
Ingle Farm SA 5098,"House, 2 residents",87044.58,High Physical Support,2,0,0,1
Morphett Vale SA 5162,"House, 2 residents",93737.16,High Physical Support,2,0,0,1
Old Noarlunga SA 5168,"House, 2 residents",87932.79,High Physical Support,1,0,0,1
Elizabeth Downs SA 5113,"House, 3 residents",53891.64,Improved Liveability,2,0,0,1
Mount Barker SA 5251,"House, 3 residents",65759,High Physical Support,3,0,0,1
Morphett Vale SA 5162,"House, 2 residents",93737.16,High Physical Support,1,0,0,1
Ingle Farm SA 5098,"House, 2 residents",92790.32,High Physical Support,1,0,0,1
Ingle Farm SA 5098,"House, 2 residents",92790.32,High Physical Support,2,0,0,1
Largs North SA 5016,"House, 3 residents",69704.54,High Physical Support,1,0,0,1
Salisbury Downs SA 5108,"House, 2 residents",92790.32,High Physical Support,2,0,0,1
Morphett Vale SA 5162,"House, 2 residents",93737.16,High Physical Support,3,0,0,1
Elizabeth Downs SA 5113,"House, 2 residents",92790.32,High Physical Support,2,0,0,1
Munno Para SA 5115,"House, 2 residents",92790.32,High Physical Support,1,0,0,1
Tea Tree Gully SA 5091,"House, 3 residents",65101.41,High Physical Support,3,0,0,1
Ingle Farm SA 5098,"House, 2 residents",92790.32,High Physical Support,1,0,0,1
Ridgehaven SA 5097,"House, 2 residents",92790.32,High Physical Support,1,0,0,1
Munno Para West SA 5115,"House, 2 residents",92790.32,High Physical Support,2,0,0,1
Davoren Park SA 5113,"House, 2 residents",92790.32,High Physical Support,2,0,0,1
Marion SA 5043,"House, 2 residents",93737.16,High Physical Support,1,0,0,1
Davoren Park SA 5113,"House, 2 residents",92790.32,High Physical Support,2,0,0,1
Davoren Park SA 5113,"House, 2 residents",92790.32,High Physical Support,2,0,0,1
Modbury SA 5092,"House, 2 residents",78793.96,Fully Accessible,2,0,0,1
Taperoo SA 5017,"House, 2 residents",100669.26,Robust,2,0,1,1
Ballina NSW 2478,"Villa / Duplex / Townhouse, 1 residents",61708,Fully Accessible,1,0,0,0
Plumpton NSW 2761,"Villa / Duplex / Townhouse, 2 residents",43091.94,Robust,1,0,0,1
Hornsby NSW 2077,"Villa / Duplex / Townhouse, 1 residents",79743.69,Robust,1,1,0,0
Blacktown NSW 2148,"Villa / Duplex / Townhouse, 1 residents",73934.02,Robust,1,1,0,1
South Morang VIC 3752,"Villa / Duplex / Townhouse, 1 residents",72240.54,Robust,1,1,0,1
St Albans VIC 3021,"Villa / Duplex / Townhouse, 1 residents",80945.06,High Physical Support,1,1,0,1
Bayswater VIC 3153,"House, 2 residents",87278.4,High Physical Support,1,1,0,1
Fairfield East NSW 2165,"House, 2 residents",103305.48,High Physical Support,1,1,0,1
Cambridge Park NSW 2747,"House, 2 residents",93229.2,High Physical Support,2,1,0,1
Ellenbrook WA 6069,"House, 2 residents",88056.12,High Physical Support,2,0,0,1
Armadale WA 6112,"House, 2 residents",100365.04,High Physical Support,4,0,0,1
Brabham WA 6055,"House, 2 residents",88056.12,High Physical Support,2,0,0,1
Hilbert WA 6112,"House, 2 residents",100365.04,High Physical Support,2,0,0,1
Byford WA 6122,"House, 2 residents",100365.04,High Physical Support,2,0,0,1
Brabham WA 6055,"House, 2 residents",88056.12,High Physical Support,2,0,0,1
Mandurah WA 6210,"House, 3 residents",59183.1,High Physical Support,3,0,0,1
Dalyellup WA 6230,"House, 2 residents",98471.36,High Physical Support,3,0,0,1
Yangebup WA 6164,"House, 2 residents",95630.84,High Physical Support,1,0,0,1
Australind WA 6233,"House, 2 residents",98471.36,High Physical Support,2,0,0,1
Byford WA 6122,"House, 2 residents",85226.12,Fully Accessible,2,0,0,1
Ashby WA 6065,"House, 2 residents",93737.16,High Physical Support,1,0,0,1
Port Kennedy WA 6172,"House, 3 residents",70394.28,High Physical Support,3,1,0,1
Kelmscott WA 6111,"House, 3 residents",70362.13,High Physical Support,3,0,0,1
Dalyellup WA 6230,"House, 2 residents",98471.36,High Physical Support,2,0,0,1
Brabham WA 6055,"House, 2 residents",88056.12,High Physical Support,1,0,0,1
Hilbert WA 6112,"House, 3 residents",70362.13,High Physical Support,3,0,0,1
Withers WA 6230,"House, 2 residents",98471.36,High Physical Support,2,0,0,1
Millbridge WA 6232,"House, 3 residents",66010.35,High Physical Support,3,0,0,1
Maddington WA 6109,"House, 2 residents",105130.8,High Physical Support,3,1,0,1
Port Kennedy WA 6172,"House, 2 residents",89709.21,High Physical Support,2,0,0,1
Mindarie WA 6030,"House, 2 residents",98188.2,High Physical Support,2,1,0,1
Karnup WA 6176,"House, 3 residents",67074.18,High Physical Support,3,0,0,1
Eglinton WA 6034,"House, 3 residents",65759,High Physical Support,3,0,0,1
Eglinton WA 6034,"House, 2 residents",93737.16,High Physical Support,3,0,0,1
Jindalee WA 6036,"House, 2 residents",98188.2,High Physical Support,2,1,0,1
Rosebud VIC 3939,"Villa / Duplex / Townhouse, 2 residents",35875.4,Fully Accessible,2,1,0,0
Nowra NSW 2541,"House, 2 residents",90573.21,Robust,2,1,1,1
Winter Valley VIC 3358,"House, 2 residents",78177.12,High Physical Support,2,1,0,1
Essendon VIC 3040,"Apartment, 2 bedroom, 1 resident",122977.88,High Physical Support,1,1,0,1
Clyde North VIC 3978,"House, 3 residents",59439.36,High Physical Support,3,1,0,1
Dandenong North VIC 3175,"Villa / Duplex / Townhouse, 1 residents",69541.9,Robust,2,1,0,1
Cranbourne East VIC 3977,"House, 2 residents",85905,Robust,1,1,1,1
Shepparton VIC 3630,"Villa / Duplex / Townhouse, 1 residents",72685.36,High Physical Support,2,1,0,1
Diggers Rest VIC 3427,"House, 2 residents",78435,Robust,2,1,1,1
Cranbourne VIC 3977,"Villa / Duplex / Townhouse, 1 residents",78467.15,High Physical Support,1,1,0,1
Pearcedale VIC 3912,"Villa / Duplex / Townhouse, 1 residents",73794.1,Robust,1,1,0,1
Moe VIC 3825,"Villa / Duplex / Townhouse, 1 residents",65414.8,High Physical Support,1,1,0,0
Noble Park VIC 3174,"Villa / Duplex / Townhouse, 1 residents",73794.1,Robust,1,1,0,1
Cranbourne VIC 3977,"Villa / Duplex / Townhouse, 1 residents",73794.1,Robust,1,1,0,1
Dandenong VIC 3175,"Villa / Duplex / Townhouse, 1 residents",73794.1,Robust,1,1,0,1
Wendouree VIC 3355,"House, 2 residents",78177.12,High Physical Support,2,1,0,1
Doveton VIC 3177,"House, 3 residents",63492.88,High Physical Support,3,1,0,1
Cranbourne VIC 3977,"House, 3 residents",63492.88,High Physical Support,3,1,0,1
Cranbourne VIC 3977,"House, 3 residents",63492.88,High Physical Support,1,1,0,1
Sebastapol VIC 3356,"House, 3 residents",57971.76,High Physical Support,3,1,0,1
Sebastopol VIC 3356,"House, 3 residents",57971.76,High Physical Support,3,1,0,1
Belmont VIC 3216,"House, 3 residents",63492.88,High Physical Support,3,1,0,1
Mildura VIC 3500,"House, 3 residents",54270.72,High Physical Support,3,1,0,1
Malvern East VIC 3145,"House, 3 residents",78675.96,High Physical Support,2,1,0,1
Yarram VIC 3971,"House, 3 residents",53624.64,High Physical Support,3,1,0,1
Mildura VIC 3500,"House, 3 residents",54270.72,High Physical Support,3,1,0,1
Merbein VIC 3505,"House, 3 residents",54270.72,High Physical Support,3,1,0,1
Ballajura WA 6066,"House, 3 residents",50625.48,Improved Liveability,2,0,0,1
Killarney Heights NSW 2087,"Group home, 5 residents",8150.48,Basic,1,0,0,0
Mona Vale NSW 2103,"Group home, 5 residents",48455.89,Improved Liveability,1,1,0,1
Wadalba NSW 2259,"Group home, 5 residents",6046.92,Basic,1,1,0,0
Williamstown VIC 3016,"Legacy Stock, 6+ residents",18068.96,High Physical Support,1,1,0,1
Melton South VIC 3338,"House, 2 residents",81081.33,Robust,2,0,0,1
Narre Warren South VIC 3805,"House, 2 residents",8198.32,Basic,1,0,0,0
Kallangur QLD 4503,"House, 2 residents",82830.52,High Physical Support,2,1,0,1
Officer VIC 3809,"House, 3 residents",60498.28,High Physical Support,1,0,0,1
North Gosford NSW 2250,"Villa / Duplex / Townhouse, 1 residents",13320.89,Basic,1,1,0,0
Norah Head NSW 2263,"Group home, 5 residents",6046.92,Basic,1,1,0,0
Warnervale NSW 2259,"Group home, 5 residents",6046.92,Basic,2,1,0,0
Lavington NSW 2641,"Group home, 4 residents",7071.72,Basic,2,1,0,0
Thurgoona NSW 2640,"Legacy Stock, 6+ residents",4250.61,Basic,1,1,0,0
Griffith NSW 2680,"Group home, 5 residents",5619.36,Basic,1,1,0,0
Lavington NSW 2641,"Group home, 5 residents",5558.28,Basic,2,1,0,0
St Clair NSW 2330,"Group home, 4 residents",7527.96,Basic,2,1,0,0
St Marys NSW 2760,"Villa / Duplex / Townhouse, 2 residents",6905.25,Basic,1,1,0,0
St Marys NSW 2760,"Group home, 5 residents",6046.92,Basic,1,1,0,0
Emu Plains NSW 2750,"Group home, 5 residents",6046.92,Basic,1,1,0,0
Mortdale NSW 2223,"Group home, 5 residents",7879.32,Basic,2,1,0,0
Bass Hill NSW 2197,"Group home, 4 residents",9505,Basic,2,1,0,0
Condell Park NSW 2200,"Group home, 4 residents",9505,Basic,2,1,0,0
Grasmere NSW 2570,"Group home, 5 residents",6046.92,Basic,1,1,0,0
Minto NSW 2566,"Group home, 4 residents",7604,Basic,2,1,0,0
Casula NSW 2170,"Group home, 5 residents",6413.4,Basic,1,1,0,0
Condell Park NSW 2200,"Group home, 5 residents",7879.32,Basic,2,1,0,0
Liverpool NSW 2170,"Group home, 5 residents",6413.4,Basic,1,1,0,0
Liverpool NSW 2170,"Group home, 5 residents",6413.4,Basic,1,1,0,0
Mount Druitt NSW 2770,"Group home, 5 residents",6291.24,Basic,1,1,0,0
Blacktown NSW 2148,"Group home, 5 residents",6291.24,Basic,1,1,0,0
Girraween NSW 2145,"Apartment, 2 bedroom, 2 resident",11133.23,Basic,1,1,0,0
Guildford NSW 2161,"Group home, 4 residents",8668.56,Basic,3,1,0,0
The Ponds NSW 2769,"Group home, 5 residents",6291.24,Basic,1,1,0,0
Pendle Hill NSW 2145,"Group home, 5 residents",7085.28,Basic,1,1,0,0
Blacktown NSW 2148,"Group home, 5 residents",6291.24,Basic,1,1,0,0
Rooty Hill NSW 2766,"Group home, 5 residents",6291.24,Basic,1,1,0,0
The Ponds NSW 2769,"Group home, 5 residents",6291.24,Basic,1,1,0,0
The Ponds NSW 2769,"Group home, 5 residents",6291.24,Basic,1,1,0,0
Toongabbie NSW 2146,"Group home, 5 residents",7085.28,Basic,1,1,0,0
West Pennant Hills NSW 2125,"Group home, 4 residents",8516.48,Basic,1,1,0,0
Kellyville NSW 2155,"Group home, 4 residents",8516.48,Basic,1,1,0,0
Greystanes NSW 2145,"Group home, 5 residents",6951.88,Basic,1,0,0,0
Kellyville NSW 2155,"Group home, 5 residents",36393,Improved Liveability,1,1,0,0
Lavington NSW 2641,"Group home, 5 residents",5558.28,Basic,1,1,0,0
Liverpool NSW 2170,"Villa / Duplex / Townhouse, 1 residents",77836,High Physical Support,1,1,0,1
Beveridge VIC 3753,"House, 2 residents",75230.1,Robust,2,0,0,1
Beveridge VIC 3753,"House, 3 residents",46084.5,Improved Liveability,2,0,0,1
Mt Druitt NSW 2770,"House, 3 residents",62769.78,High Physical Support,2,0,0,1
Mount Druitt NSW 2770,"House, 3 residents",62769.78,High Physical Support,2,0,0,1
California Gully VIC 3556,"Villa / Duplex / Townhouse, 2 residents",21449.52,High Physical Support,1,1,0,0
Frankston VIC 3199,"Apartment, 1 bedroom, 1 resident",104634.6,High Physical Support,1,1,0,1
Frankston VIC 3199,"Apartment, 2 bedroom, 2 resident",47891.81,High Physical Support,2,1,0,1
Bellmere QLD 4510,"House, 2 residents",79273.19,Robust,1,0,1,1
Landsborough QLD 4550,"Villa / Duplex / Townhouse, 1 residents",60940.8,Robust,1,0,0,1
Marsden QLD 4132,"Villa / Duplex / Townhouse, 3 residents",36417.48,High Physical Support,1,1,0,1
Cessnock NSW 2325,"House, 3 residents",54769.71,High Physical Support,2,0,0,1
Flinders View QLD 4305,"House, 2 residents",70214.76,Robust,2,0,0,1
Alfredton VIC 3350,"House, 2 residents",74609.64,High Physical Support,1,0,0,1
Alfredton VIC 3350,"House, 2 residents",74609.64,High Physical Support,2,0,0,1
Winter Valley VIC 3358,"House, 2 residents",79647.12,High Physical Support,2,1,0,1
North Albury NSW 2640,"House, 2 residents",75628.75,High Physical Support,2,1,0,1
Blacksmith NSW 2281,"Group home, 5 residents",43714.44,High Physical Support,1,1,0,1
Bolwarra Heights NSW 2320,"Group home, 5 residents",38857.28,High Physical Support,2,1,0,1
Kotara NSW 2289,"Group home, 5 residents",43714.44,High Physical Support,1,1,0,1
Lake Albert NSW 2650,"Group home, 5 residents",38415.72,High Physical Support,5,1,0,1
Morisset NSW 2264,"House, 3 residents",63961.92,High Physical Support,3,1,0,1
